Exported at 03/06/2025 11:22:45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,TL09-B-60m 1 czesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x1mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,Magnetic Susceptibility,Mag Sus in Air,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,x10^-5 SI,x10^-5 SI,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
0.00,0.0,02/06/2025 15:11:11*,-85.182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.11,0.1,02/06/2025 15:11:11*,-85.182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.20,0.2,02/06/2025 15:11:11*,-85.180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.30,0.3,02/06/2025 15:11:11*,-85.185, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.40,0.4,02/06/2025 15:11:11*,-85.188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.50,0.5,02/06/2025 15:11:11*,-85.181, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.60,0.6,02/06/2025 15:11:11*,-85.181, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.70,0.7,02/06/2025 15:11:11*,-85.181, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.80,0.8,02/06/2025 15:11:11*,-85.182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.90,0.9,02/06/2025 15:11:11*,-85.186, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.00,1.0,02/06/2025 15:11:11*,-85.191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.10,1.1,02/06/2025 15:11:11*,-85.197, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.20,1.2,02/06/2025 15:11:11*,-85.190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.30,1.3,02/06/2025 15:11:11*,-85.185, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.40,1.4,02/06/2025 15:11:11*,-85.188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.50,1.5,02/06/2025 15:11:11*,-85.194, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.60,1.6,02/06/2025 15:11:11*,-85.194, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.70,1.7,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.80,1.8,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.90,1.9,02/06/2025 15:11:11*,-85.191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.00,2.0,02/06/2025 15:11:11*,-85.187, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.11,2.1,02/06/2025 15:11:11*,-85.188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.21,2.2,02/06/2025 15:11:11*,-85.192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.31,2.3,02/06/2025 15:11:11*,-85.187, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.41,2.4,02/06/2025 15:11:11*,-85.186, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.51,2.5,02/06/2025 15:11:11*,-85.183, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.61,2.6,02/06/2025 15:11:11*,-85.182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.71,2.7,02/06/2025 15:11:11*,-85.187, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,02/06/2025 15:11:11*,-85.191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,02/06/2025 15:11:11*,-85.188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.01,3.0,02/06/2025 15:11:11*,-85.188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.11,3.1,02/06/2025 15:11:11*,-85.191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.21,3.2,02/06/2025 15:11:11*,-85.194, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.31,3.3,02/06/2025 15:11:11*,-85.190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.41,3.4,02/06/2025 15:11:11*,-85.191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.51,3.5,02/06/2025 15:11:11*,-85.192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.61,3.6,02/06/2025 15:11:11*,-85.192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.71,3.7,02/06/2025 15:11:11*,-85.192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.81,3.8,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3.91,3.9,02/06/2025 15:11:11*,-85.190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.01,4.0,02/06/2025 15:11:11*,-85.192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,02/06/2025 15:11:11*,-85.193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,02/06/2025 15:11:11*,-85.198, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,02/06/2025 15:11:11*,-85.198, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,02/06/2025 15:11:11*,-85.198, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,02/06/2025 15:11:11*,-85.198, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5.0,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,02/06/2025 15:11:11*,-85.194, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,02/06/2025 15:11:11*,-85.194, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,02/06/2025 15:11:11*,-85.197, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,02/06/2025 15:11:11*,-85.188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,02/06/2025 15:11:11*,-85.193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6.0,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.11,6.1,02/06/2025 15:11:11*,-85.197, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.21,6.2,02/06/2025 15:11:11*,-85.196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.31,6.3,02/06/2025 15:11:11*,-85.197, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.41,6.4,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.51,6.5,02/06/2025 15:11:11*,-85.193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.61,6.6,02/06/2025 15:11:11*,-85.195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.71,6.7,02/06/2025 15:11:11*,-85.181, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.81,6.8,02/06/2025 15:11:11*,-85.180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.91,6.9,02/06/2025 15:11:11*,-79.409, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7.01,7.0,02/06/2025 15:11:11*,2.560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7.10,7.1,02/06/2025 15:11:11,14.462,9.522,1181345.908,16.2,861922.0,513629.0,993804.08,228.63,1642.77,1742.72,449.44,3002.65,175.09,157.52,95.00,280.07,36.42,0.00,0.00,355.05,47.58,0.00,0.00,127.63,41.96,60.99,25.94,13.64,17.67,84.53,34.54,3.58,0.38,31.23,2.28,6.23,1.71,0.00,0.00,0.49,0.95,1.98,2.55,2.74,3.02,80.64,49.46,13.31,5.34,2.26,3.32,12275.38,379.13,2724.17,3292.81,849.20,6423.67,374.58,360.94,217.68,699.31,90.93,0.00,0.00,496.79,66.57,0.00,0.00,227.85,74.90,89.14,37.92,19.60,25.38,120.86,49.38,4.56,0.49,39.10,2.85,7.76,2.13,0.00,0.00,0.58,1.12,2.67,3.44,3.66,4.03,90.04,55.22,14.34,5.75,2.56,3.77
7.20,7.2,02/06/2025 15:11:11,9.387,13.559,,16.1,870633.0,531485.0,993559.93,288.21,1643.13,1776.10,450.84,3071.68,177.02,111.79,71.18,314.88,36.51,0.00,0.00,379.50,48.44,1.28,13.59,107.20,42.13,66.23,27.00,31.79,18.13,217.32,37.95,3.59,0.39,20.27,1.17,6.52,1.74,0.00,0.00,1.49,1.00,0.67,2.58,3.81,3.11,23.02,18.10,12.62,5.49,2.11,3.39,12712.71,477.93,2724.76,3355.87,851.85,6571.35,378.70,256.15,163.10,786.23,91.16,0.00,0.00,530.99,67.78,2.14,22.68,191.36,75.20,96.81,39.46,45.68,26.06,310.71,54.27,4.57,0.50,25.37,1.47,8.12,2.17,0.00,0.00,1.76,1.18,0.91,3.49,5.08,4.15,25.70,20.20,13.59,5.92,2.39,3.84
7.30,7.3,02/06/2025 15:11:11,8.363,13.821,,16.0,882378.0,555250.0,993316.57,132.38,1628.64,1558.92,427.03,3309.19,186.51,117.22,74.85,397.38,36.53,0.00,0.00,412.38,49.34,0.00,0.00,136.09,43.09,81.67,30.19,55.10,19.06,416.07,39.36,3.45,0.40,4.90,0.22,8.53,1.88,0.00,0.00,1.37,1.04,1.66,2.72,1.92,3.27,24.17,18.33,17.58,5.56,3.43,3.53,13196.10,219.53,2700.73,2945.52,806.86,7079.47,399.02,268.60,171.51,992.22,91.20,0.00,0.00,577.01,69.03,0.00,0.00,242.95,76.93,119.37,44.13,79.18,27.39,594.87,56.27,4.39,0.51,6.14,0.27,10.62,2.35,0.00,0.00,1.62,1.23,2.24,3.68,2.56,4.36,26.98,20.46,18.93,5.99,3.89,4.01
7.40,7.4,02/06/2025 15:11:11,7.461,13.959,,15.9,891586.0,574646.0,992316.67,349.37,1685.55,1621.75,439.93,3584.14,198.41,71.75,52.09,393.61,37.21,0.00,0.00,447.32,50.20,15.62,13.84,106.07,43.01,67.64,27.62,73.11,19.98,883.36,77.46,3.59,0.43,18.38,1.02,7.71,1.94,0.00,0.00,1.64,1.09,2.05,2.89,1.22,3.47,16.46,18.46,15.99,5.82,2.56,3.60,14848.66,579.35,2795.11,3064.23,831.22,7667.69,424.46,164.41,119.35,982.80,92.92,0.00,0.00,625.89,70.23,26.06,23.09,189.35,76.78,98.87,40.36,105.04,28.71,1262.98,110.74,4.57,0.54,23.00,1.28,9.60,2.41,0.00,0.00,1.94,1.28,2.76,3.90,1.62,4.62,18.37,20.61,17.22,6.27,2.91,4.08
7.50,7.5,02/06/2025 15:11:11,6.094,14.087,,15.8,900852.0,590879.0,991439.83,464.31,1692.28,1651.14,445.46,3749.75,204.53,114.38,74.25,470.27,37.11,11.23,27.21,504.30,51.12,24.18,14.03,127.49,43.69,78.30,29.81,15.14,3.26,1287.21,113.14,3.70,0.44,5.02,0.23,6.90,1.91,0.00,0.00,2.52,1.14,2.05,2.96,1.95,3.62,18.77,18.62,17.91,6.08,3.65,3.80,16383.96,769.96,2806.27,3119.77,841.69,8021.97,437.56,262.08,170.13,1174.21,92.66,13.53,32.78,705.62,71.53,40.34,23.41,227.59,78.00,114.44,43.57,21.76,4.68,1840.38,161.77,4.71,0.55,6.29,0.28,8.59,2.38,0.00,0.00,2.98,1.35,2.77,4.00,2.60,4.83,20.96,20.79,19.30,6.55,4.14,4.31
7.60,7.6,02/06/2025 15:11:11,5.075,-1.723,1181356.096,15.7,914403.0,603375.0,990760.52,277.63,1707.44,1723.64,454.26,4236.53,221.78,89.50,61.86,508.81,37.17,80.14,67.76,514.99,52.16,23.56,14.26,112.61,44.32,57.76,26.34,5.84,1.32,1550.82,137.49,3.44,0.43,5.06,0.23,7.21,1.94,0.00,0.00,1.54,1.16,2.73,3.07,2.31,3.70,13.46,18.99,18.93,6.11,2.98,3.80,17690.62,460.39,2831.41,3256.75,858.31,9063.36,474.47,205.08,141.75,1270.44,92.81,96.54,81.62,720.58,72.99,39.31,23.80,201.02,79.12,84.42,38.50,8.39,1.90,2217.28,196.57,4.38,0.55,6.33,0.29,8.98,2.41,0.00,0.00,1.82,1.37,3.69,4.15,3.08,4.93,15.02,21.20,20.39,6.59,3.38,4.31
7.70,7.7,02/06/2025 15:11:11,4.801,-2.513,,15.6,921011.0,609316.0,990414.95,307.33,1687.24,1518.61,433.51,4521.61,233.06,125.58,80.57,411.28,37.79,57.02,58.85,583.80,52.96,15.14,14.40,91.05,44.30,73.32,29.21,27.74,5.82,1788.80,159.59,3.65,0.45,5.13,0.23,8.04,2.03,0.05,0.14,2.28,1.17,1.86,3.10,2.53,3.80,18.14,19.12,19.09,6.19,3.01,3.89,18218.75,509.64,2797.91,2869.35,819.09,9673.24,498.60,287.76,184.63,1026.92,94.35,68.68,70.89,816.86,74.11,25.26,24.03,162.54,79.08,107.17,42.69,39.86,8.36,2557.53,228.17,4.65,0.57,6.42,0.29,10.01,2.53,0.07,0.19,2.70,1.38,2.51,4.18,3.37,5.07,20.25,21.35,20.56,6.67,3.41,4.41
7.80,7.8,02/06/2025 15:11:11,4.014,3.766,,15.6,921057.0,612919.0,990711.64,363.00,1715.84,1767.16,461.77,4050.68,216.14,73.16,53.29,463.65,37.47,17.52,29.57,496.43,52.42,49.29,20.39,101.90,44.32,69.73,28.54,35.55,7.31,1730.01,154.19,3.72,0.45,11.47,0.56,9.28,2.04,0.00,0.00,2.37,1.18,2.84,3.12,2.49,3.82,16.86,19.10,17.05,6.12,4.19,3.98,17620.90,601.96,2845.34,3338.98,872.50,8665.75,462.39,167.63,122.11,1157.68,93.57,21.11,35.62,694.61,73.35,82.24,34.02,181.90,79.13,101.91,41.71,51.08,10.50,2473.48,220.45,4.74,0.57,14.36,0.70,11.56,2.54,0.00,0.00,2.81,1.39,3.84,4.21,3.32,5.10,18.83,21.33,18.37,6.60,4.75,4.52
7.90,7.9,02/06/2025 15:11:11,4.221,3.900,,15.6,923115.0,614679.0,989859.26,768.38,1645.84,2067.98,491.71,4210.92,220.55,73.83,53.24,432.95,37.94,13.67,27.93,533.17,53.00,22.86,14.36,108.47,44.35,74.38,29.46,19.37,4.20,1744.00,155.48,3.60,0.44,5.07,0.23,6.76,1.98,0.00,0.00,1.70,1.18,2.00,3.13,1.75,3.81,25.69,19.09,20.38,6.26,3.83,3.92,19145.96,1274.19,2729.25,3907.37,929.06,9008.57,471.84,169.17,121.99,1081.04,94.73,16.47,33.65,746.01,74.15,38.14,23.95,193.64,79.17,108.71,43.06,27.83,6.04,2493.47,222.30,4.58,0.56,6.35,0.29,8.41,2.47,0.00,0.00,2.01,1.39,2.70,4.22,2.33,5.08,28.68,21.32,21.95,6.74,4.34,4.45
