Exported at 26/11/2025 15:05:43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Archive TL09-A-20m, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x1mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,Magnetic Susceptibility,Mag Sus in Air,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,x10^-5 SI,x10^-5 SI,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
34.80,34.8,26/11/2025 10:29:00,3.221,15.207,,15.8,873793.0,600587.0,974508.69,3249.04,1654.80,5359.01,936.82,10912.55,438.84,45.67,51.88,1883.47,71.89,267.33,91.90,1458.11,63.69,24.15,14.86,126.83,46.35,71.42,29.55,6.82,1.48,1900.53,168.59,3.61,0.47,81.78,10.76,8.19,2.21,0.00,0.00,2.84,1.34,0.36,3.40,4.52,4.21,26.14,19.79,56.68,8.24,2.27,4.30,49346.76,5387.81,2744.12,10125.65,1770.08,23345.59,938.82,104.64,118.88,4702.84,179.50,322.03,110.70,2040.20,89.11,40.30,24.79,226.42,82.75,104.39,43.19,9.80,2.13,2717.27,241.04,4.59,0.60,102.36,13.47,10.20,2.75,0.00,0.00,3.35,1.58,0.48,4.59,6.02,5.61,29.18,22.10,61.05,8.88,2.58,4.88
34.90,34.9,26/11/2025 10:29:19,2.962,14.677,,15.8,874735.0,598952.0,971203.40,4510.68,1693.18,6119.95,1050.77,11811.43,468.75,30.91,24.69,2082.26,77.17,346.74,100.29,1532.77,64.89,35.27,16.08,60.97,46.04,69.11,29.38,32.85,6.57,1968.74,174.77,3.74,0.47,99.62,15.12,10.73,2.31,0.00,0.00,3.19,1.35,1.71,3.50,2.35,4.32,11.29,20.04,57.68,8.20,4.61,4.47,55507.03,7479.95,2807.77,11563.42,1985.38,25268.60,1002.82,70.82,56.57,5199.19,192.69,417.68,120.81,2144.67,90.80,58.84,26.83,108.84,82.18,101.00,42.94,47.19,9.44,2814.79,249.87,4.76,0.60,124.70,18.93,13.36,2.87,0.00,0.00,3.77,1.59,2.30,4.73,3.13,5.76,12.61,22.37,62.14,8.84,5.23,5.07
35.00,35.0,26/11/2025 10:29:49,3.560,14.815,,15.8,871939.0,598882.0,974176.02,3226.28,1635.09,5669.54,983.75,10976.52,441.28,59.56,41.55,1987.83,74.63,314.65,96.14,1399.97,62.83,22.95,14.92,96.18,46.22,61.64,27.91,58.78,11.09,1776.04,156.94,3.89,0.47,81.06,10.60,8.38,2.17,0.00,0.00,2.80,1.31,2.52,3.46,2.87,4.18,12.99,19.88,54.10,7.96,5.43,4.36,50112.83,5350.07,2711.43,10712.38,1858.75,23482.46,944.05,136.48,95.21,4963.42,186.35,379.03,115.80,1958.84,87.91,38.29,24.89,171.70,82.51,90.09,40.79,84.45,15.94,2539.28,224.39,4.95,0.60,101.47,13.27,10.43,2.70,0.00,0.00,3.31,1.55,3.40,4.67,3.83,5.58,14.50,22.20,58.27,8.57,6.16,4.95
35.10,35.1,26/11/2025 10:30:09,2.142,14.218,1181242.417,15.8,872135.0,595273.0,974786.51,3314.25,1647.90,5616.21,977.03,10606.13,429.28,112.33,68.80,1929.95,73.14,138.42,77.18,1387.37,62.71,21.36,14.92,77.35,45.75,79.06,30.92,31.17,6.22,1718.57,151.57,3.86,0.47,77.46,9.83,8.37,2.19,0.00,0.00,4.38,1.32,2.86,3.42,2.57,4.13,14.31,19.78,64.29,8.20,3.22,4.33,48986.70,5495.94,2732.67,10611.63,1846.07,22690.07,918.37,257.39,157.65,4818.89,182.63,166.74,92.98,1941.22,87.74,35.65,24.89,138.08,81.67,115.55,45.19,44.78,8.93,2457.11,216.70,4.92,0.60,96.97,12.30,10.41,2.72,0.00,0.00,5.18,1.56,3.86,4.62,3.43,5.51,15.97,22.08,69.26,8.84,3.65,4.91
35.20,35.2,26/11/2025 10:30:29,2.426,12.758,,15.8,873915.0,591801.0,972814.74,2890.64,1634.51,6327.87,1082.63,11919.73,473.01,0.55,0.55,1888.12,72.20,324.92,97.54,1501.16,64.16,20.23,15.04,135.74,46.94,70.74,29.53,24.65,5.02,1892.02,167.49,3.81,0.47,74.88,9.12,6.38,2.13,0.00,0.00,4.93,1.38,3.82,3.46,2.41,4.16,26.60,19.97,63.44,8.38,2.63,4.37,52799.31,4793.47,2710.47,11956.27,2045.59,25500.29,1011.94,1.26,1.26,4714.44,180.28,391.40,117.50,2100.43,89.77,33.76,25.09,242.32,83.79,103.39,43.16,35.42,7.21,2705.11,239.47,4.85,0.60,93.73,11.42,7.94,2.65,0.00,0.00,5.83,1.63,5.16,4.67,3.22,5.54,29.70,22.30,68.34,9.03,2.98,4.96
35.30,35.3,26/11/2025 10:30:49,2.474,8.662,,15.8,873500.0,590893.0,971546.83,3977.07,1653.14,6504.49,1108.22,11819.96,469.30,12.22,11.14,1961.33,74.21,349.37,100.33,1514.41,64.72,24.13,15.17,95.42,46.72,64.91,28.64,19.80,4.11,1938.12,171.84,3.88,0.48,67.58,7.58,7.85,2.24,0.00,0.00,7.61,1.71,3.96,3.49,1.66,4.21,20.29,20.12,55.73,8.21,3.39,4.42,54944.32,6595.07,2741.37,12289.99,2093.93,25286.86,1003.98,27.99,25.52,4897.25,185.28,420.85,120.85,2118.97,90.56,40.27,25.31,170.34,83.41,94.87,41.86,28.45,5.91,2771.01,245.69,4.94,0.62,84.60,9.48,9.77,2.79,0.00,0.00,9.00,2.02,5.36,4.72,2.21,5.61,22.65,22.46,60.04,8.84,3.84,5.02
35.40,35.4,26/11/2025 10:31:09,2.356,14.281,,15.8,877958.0,593902.0,971627.96,2179.35,1627.54,6465.31,1104.24,13001.43,508.56,41.04,52.43,1995.52,75.45,541.59,119.34,1730.24,66.95,49.58,20.26,59.32,46.50,71.36,29.85,92.42,22.65,1959.70,173.85,3.92,0.49,86.94,11.79,7.58,2.30,0.00,0.00,4.86,1.39,4.30,3.52,2.72,4.23,8.70,20.22,61.51,8.36,4.66,4.41,55241.63,3613.96,2698.90,12215.97,2086.41,27814.41,1087.97,94.04,120.13,4982.62,188.38,652.40,143.76,2420.96,93.67,82.73,33.80,105.89,83.01,104.29,43.63,132.79,32.54,2801.87,248.56,4.99,0.62,108.83,14.76,9.43,2.86,0.00,0.00,5.75,1.65,5.81,4.76,3.62,5.64,9.72,22.58,66.26,9.00,5.28,5.00
35.50,35.5,26/11/2025 10:31:39,1.682,14.014,,15.8,877935.0,594195.0,971918.57,3048.34,1633.22,6512.69,1110.14,12354.38,487.15,31.78,25.45,1732.84,68.18,395.07,104.80,1563.90,64.95,54.04,21.25,101.74,46.67,60.38,27.90,45.42,8.82,1994.54,177.18,4.22,0.49,88.91,12.33,7.45,2.17,0.00,0.00,4.67,1.37,3.68,3.50,2.06,4.22,14.05,20.08,56.71,8.18,4.55,4.52,54352.41,5054.99,2708.32,12305.48,2097.57,26430.16,1042.18,72.82,58.31,4326.74,170.24,475.90,126.24,2188.22,90.88,90.16,35.46,181.62,83.31,88.25,40.78,65.27,12.68,2851.68,253.32,5.37,0.63,111.30,15.43,9.28,2.70,0.00,0.00,5.52,1.62,4.97,4.73,2.75,5.62,15.68,22.42,61.09,8.82,5.16,5.12
35.60,35.6,26/11/2025 10:31:59,1.564,8.467,1181247.771,15.8,875388.0,598169.0,974405.51,2400.69,1627.23,5845.88,1010.89,11277.90,451.04,25.38,50.94,2216.75,80.99,143.54,78.26,1430.54,63.13,28.84,14.98,103.95,46.32,59.18,27.49,74.24,13.65,1812.82,160.35,3.95,0.48,81.19,10.62,9.79,2.21,0.00,0.00,4.57,1.33,1.55,3.37,2.47,4.17,10.20,19.88,58.36,8.11,2.70,4.21,50147.16,3981.00,2698.40,11045.56,1910.04,24127.20,964.92,58.16,116.73,5535.02,202.22,172.91,94.28,2001.61,88.34,48.13,24.99,185.58,82.69,86.49,40.18,106.67,19.61,2591.86,229.26,5.02,0.61,101.63,13.29,12.18,2.76,0.00,0.00,5.40,1.57,2.09,4.55,3.30,5.57,11.39,22.20,62.87,8.74,3.07,4.78
35.70,35.7,26/11/2025 10:32:18,2.038,6.153,,15.8,879713.0,598902.0,973301.83,3462.08,1657.46,6045.07,1040.14,11246.36,450.69,147.39,86.97,1808.46,70.05,269.86,93.17,1415.79,63.82,31.87,15.11,89.68,46.42,75.57,30.49,40.22,7.92,1909.92,169.42,3.88,0.48,72.22,8.59,6.68,2.20,0.00,0.00,3.45,1.31,4.25,3.39,2.42,4.20,6.63,20.01,52.39,8.01,3.97,4.23,51679.35,5741.09,2748.53,11421.93,1965.30,24059.74,964.17,337.73,199.28,4515.55,174.92,325.07,112.23,1980.98,89.30,53.17,25.21,160.10,82.87,110.45,44.56,57.80,11.38,2730.70,242.23,4.94,0.61,90.40,10.76,8.31,2.73,0.00,0.00,4.08,1.55,5.74,4.57,3.23,5.61,7.40,22.34,56.44,8.63,4.50,4.80
35.80,35.8,26/11/2025 10:32:38,2.500,8.331,,15.8,877630.0,598369.0,974658.13,1647.54,1572.72,6081.18,1045.34,11783.93,467.88,20.62,17.59,1624.83,64.85,421.98,106.11,1493.43,63.78,28.23,14.99,104.80,46.23,58.60,27.38,28.79,5.82,1839.18,162.84,4.11,0.48,101.76,15.90,9.05,2.20,0.00,0.00,3.70,1.29,2.00,3.42,3.40,4.16,20.92,19.87,58.93,8.11,4.91,4.28,49372.86,2732.07,2608.01,11490.16,1975.13,25209.77,1000.96,47.26,40.30,4057.03,161.93,508.32,127.81,2089.62,89.24,47.10,25.01,187.09,82.54,85.64,40.01,41.36,8.36,2629.56,232.82,5.22,0.61,127.38,19.91,11.27,2.74,0.00,0.00,4.37,1.52,2.71,4.62,4.53,5.55,23.36,22.18,63.48,8.73,5.57,4.85
35.90,35.9,26/11/2025 10:32:58,3.263,8.466,,15.8,878073.0,596914.0,972493.91,3455.48,1659.13,5927.99,1023.53,12054.63,477.17,21.71,18.49,1911.61,72.79,286.93,95.01,1497.12,64.47,33.36,15.45,134.43,46.84,85.88,32.48,45.59,8.87,1865.99,165.24,3.87,0.48,76.57,9.49,7.90,2.19,0.00,0.00,3.70,1.33,2.26,3.42,1.67,4.23,23.44,19.94,61.70,8.26,4.24,4.21,53355.30,5730.15,2751.30,11200.71,1933.93,25788.90,1020.82,49.75,42.36,4773.11,181.74,345.63,114.44,2094.78,90.21,55.66,25.77,239.99,83.63,125.52,47.47,65.51,12.75,2667.89,236.25,4.93,0.61,95.85,11.87,9.83,2.73,0.00,0.00,4.37,1.58,3.05,4.62,2.23,5.64,26.17,22.26,66.46,8.89,4.82,4.78
36.00,36.0,26/11/2025 10:33:28,1.373,8.595,,15.8,880204.0,596304.0,971971.88,2813.48,1626.52,6446.12,1100.90,12246.63,483.55,67.67,46.32,2130.13,78.84,416.30,107.33,1556.03,65.39,55.45,21.78,91.63,46.88,73.87,30.35,4.96,1.09,1950.79,173.17,3.85,0.48,78.69,9.91,8.74,2.22,0.00,0.00,3.89,1.34,3.11,3.44,2.09,4.24,10.27,20.23,59.92,8.23,4.52,4.36,54564.64,4665.52,2697.22,12179.70,2080.12,26199.64,1034.47,155.07,106.13,5318.72,196.87,501.48,129.29,2177.21,91.50,92.51,36.34,163.57,83.69,107.97,44.36,7.12,1.57,2789.12,247.59,4.90,0.61,98.51,12.41,10.88,2.77,0.00,0.00,4.59,1.59,4.21,4.64,2.79,5.65,11.46,22.58,64.54,8.86,5.13,4.95
36.10,36.1,26/11/2025 10:33:48,3.106,16.134,1181241.358,15.8,879583.0,595224.0,970843.12,3365.37,1661.43,6527.34,1112.86,12402.01,488.68,105.89,65.65,2145.54,79.33,454.89,110.80,1626.06,65.96,100.36,29.86,96.35,46.87,61.69,28.25,55.21,10.50,2021.89,179.72,3.81,0.48,89.91,12.49,9.16,2.20,0.00,0.00,4.42,1.37,3.43,3.51,1.75,4.31,13.66,20.24,64.53,8.49,3.62,4.38,56498.50,5580.72,2755.11,12333.17,2102.70,26532.05,1045.45,242.64,150.42,5357.21,198.08,547.96,133.47,2275.19,92.29,167.45,49.83,172.00,83.68,90.17,41.28,79.32,15.08,2890.79,256.96,4.85,0.61,112.55,15.63,11.40,2.73,0.00,0.00,5.23,1.62,4.63,4.75,2.33,5.74,15.25,22.60,69.51,9.14,4.10,4.97
36.20,36.2,26/11/2025 10:34:07,2.546,16.067,,15.8,882582.0,598661.0,969041.47,4188.07,1677.86,6829.81,1160.04,12733.39,500.53,88.88,57.45,2376.59,85.81,400.83,106.54,1683.33,67.17,46.45,19.53,100.34,47.54,84.96,32.65,72.85,13.46,2157.96,192.36,4.09,0.49,96.77,14.12,6.05,2.16,0.00,0.00,3.29,1.38,3.74,3.55,2.06,4.31,13.15,20.44,63.31,8.51,2.60,4.47,59868.77,6944.98,2782.36,12904.67,2191.85,27240.98,1070.80,203.66,131.64,5934.11,214.25,482.84,128.34,2355.32,93.98,77.50,32.59,179.13,84.87,124.18,47.72,104.68,19.34,3085.33,275.03,5.20,0.63,121.14,17.68,7.53,2.69,0.00,0.00,3.89,1.63,5.05,4.79,2.74,5.75,14.68,22.82,68.20,9.17,2.95,5.07
36.30,36.3,26/11/2025 10:34:27,2.335,13.094,,15.8,883320.0,601948.0,970515.40,3385.79,1736.37,6697.49,1142.23,12732.89,500.43,105.23,65.57,2154.16,79.86,307.36,97.93,1668.26,66.45,32.78,15.41,61.67,46.81,70.93,29.95,45.16,8.81,2012.94,178.88,4.37,0.50,104.97,16.50,7.96,2.22,0.00,0.00,2.80,1.34,2.88,3.51,1.61,4.31,16.65,20.37,63.65,8.53,5.02,4.40,57293.92,5614.57,2879.38,12654.67,2158.19,27239.91,1070.59,241.12,150.24,5378.74,199.41,370.25,117.97,2334.24,92.98,54.70,25.71,110.10,83.57,103.66,43.77,64.89,12.66,2877.99,255.75,5.57,0.64,131.40,20.66,9.90,2.76,0.00,0.00,3.32,1.59,3.90,4.74,2.15,5.75,18.59,22.74,68.56,9.19,5.70,4.99
36.40,36.4,26/11/2025 10:34:47,2.564,14.943,,15.8,883540.0,604328.0,972579.04,3412.17,1631.48,6088.48,1047.98,11665.57,465.09,82.89,54.78,2058.96,77.46,366.30,102.27,1433.21,63.99,23.84,15.20,104.00,47.12,60.50,28.00,66.31,12.40,1862.84,164.96,4.32,0.50,105.68,16.91,8.01,2.16,0.00,0.00,3.73,1.33,2.12,3.50,2.26,4.25,10.36,20.21,56.04,8.20,3.38,4.30,53202.71,5658.31,2705.44,11503.96,1980.11,24956.56,994.98,189.93,125.53,5141.02,193.42,441.25,123.20,2005.36,89.53,39.77,25.36,185.67,84.11,88.42,40.93,95.27,17.81,2663.39,235.85,5.50,0.63,132.28,21.16,9.97,2.69,0.00,0.00,4.41,1.57,2.86,4.73,3.01,5.67,11.57,22.57,60.37,8.84,3.83,4.87
36.50,36.5,26/11/2025 10:35:17,2.638,14.346,,15.7,888751.0,605323.0,971204.24,3613.02,1639.96,6577.97,1121.72,12077.90,479.31,78.77,52.85,2174.83,80.68,356.68,102.69,1474.58,65.11,41.88,18.27,114.42,47.34,73.52,30.36,63.58,11.98,1936.60,171.88,4.12,0.49,117.24,20.21,10.37,2.26,0.00,0.00,4.63,1.36,3.31,3.51,3.03,4.32,9.13,20.26,56.29,8.18,3.90,4.30,55858.55,5991.39,2719.51,12428.83,2119.44,25838.67,1025.41,180.49,121.10,5430.35,201.45,429.66,123.70,2063.25,91.10,69.87,30.48,204.26,84.51,107.45,44.37,91.36,17.22,2768.84,245.75,5.24,0.62,146.75,25.30,12.90,2.81,0.00,0.00,5.47,1.61,4.47,4.74,4.04,5.76,10.19,22.62,60.63,8.82,4.42,4.88
36.60,36.6,26/11/2025 10:35:37,0.996,11.507,1181250.347,15.7,895138.0,603421.0,970653.75,3699.61,1680.48,6498.97,1109.43,12467.58,491.61,35.16,27.97,2148.54,79.91,322.57,99.65,1550.61,66.11,45.27,19.39,76.46,47.44,66.03,29.27,72.01,13.46,2155.00,192.42,3.96,0.48,108.64,17.53,6.99,2.22,0.00,0.00,3.63,1.36,2.75,3.53,2.26,4.33,15.95,20.57,60.50,8.41,3.74,4.36,56831.44,6134.98,2786.70,12279.57,2096.23,26672.34,1051.72,80.57,64.08,5364.71,199.53,388.57,120.04,2169.63,92.50,75.54,32.35,136.49,84.69,96.50,42.78,103.47,19.35,3081.10,275.11,5.04,0.62,136.00,21.94,8.71,2.76,0.00,0.00,4.29,1.61,3.71,4.77,3.02,5.78,17.81,22.97,65.18,9.06,4.24,4.95
36.70,36.7,26/11/2025 10:35:56,1.217,4.368,,15.7,903343.0,599020.0,969264.05,3333.62,1695.82,6757.30,1152.41,13128.30,515.11,45.93,54.57,2409.85,87.36,398.41,107.82,1729.71,68.27,62.14,23.74,107.86,48.47,64.93,29.26,117.79,20.98,2413.47,216.84,4.12,0.50,61.76,6.31,9.90,2.35,0.00,0.00,9.18,1.91,5.21,3.57,0.81,4.31,15.05,20.83,57.07,8.36,3.53,4.54,59611.26,5528.06,2812.13,12767.66,2177.44,28085.82,1101.98,105.23,125.04,6017.15,218.12,479.93,129.88,2420.22,95.53,103.69,39.60,192.56,86.53,94.90,42.77,169.24,30.15,3450.65,310.02,5.24,0.64,77.31,7.90,12.32,2.92,0.00,0.00,10.86,2.26,7.04,4.82,1.08,5.75,16.81,23.25,61.48,9.01,4.01,5.15
36.80,36.8,26/11/2025 10:36:16,2.408,9.327,,15.8,909666.0,592444.0,967154.54,4274.34,1737.97,6990.46,1186.46,13814.09,537.54,22.18,19.36,2269.59,84.27,503.27,119.50,1811.51,69.93,121.64,34.11,119.98,49.28,60.44,28.87,75.06,14.15,2592.31,233.78,4.09,0.51,78.24,9.49,11.29,2.33,0.00,0.00,18.42,2.60,7.08,3.66,1.82,4.31,0.83,21.14,63.19,8.62,5.64,4.58,63253.92,7088.03,2882.03,13208.21,2241.77,29552.96,1149.99,50.83,44.37,5666.96,210.40,606.25,143.95,2534.67,97.85,202.95,56.92,214.18,87.98,88.33,42.20,107.85,20.33,3706.34,334.25,5.20,0.65,97.94,11.88,14.05,2.91,0.00,0.00,21.78,3.07,9.57,4.94,2.42,5.75,0.92,23.61,68.07,9.29,6.40,5.20
36.90,36.9,26/11/2025 10:36:36,2.218,14.024,,15.8,914293.0,589744.0,967636.14,3486.50,1760.05,6991.81,1190.36,14028.42,545.36,70.08,49.36,2519.05,91.08,270.57,98.38,1855.69,70.09,86.46,28.64,142.31,49.35,64.09,29.38,106.44,19.27,2552.14,229.98,3.93,0.50,55.38,5.18,7.35,2.27,0.00,0.00,21.82,2.79,7.22,3.61,1.28,4.25,24.85,21.02,63.22,8.60,5.25,4.51,62893.02,5781.57,2918.65,13210.76,2249.15,30011.49,1166.72,160.58,113.09,6289.82,227.42,325.93,118.51,2596.49,98.07,144.26,47.78,254.06,88.09,93.67,42.93,152.94,27.69,3648.91,328.81,5.00,0.64,69.32,6.48,9.14,2.83,0.00,0.00,25.81,3.30,9.75,4.88,1.71,5.67,27.74,23.47,68.10,9.26,5.95,5.12
37.00,37.0,26/11/2025 10:37:06,4.128,11.312,,15.7,920895.0,589861.0,966519.15,4467.01,1823.09,7171.61,1218.27,14016.67,545.77,17.19,15.94,2358.56,86.86,420.65,111.97,1746.86,69.48,97.32,30.81,106.54,49.48,66.28,29.96,151.59,26.83,2674.61,241.70,3.75,0.49,65.23,6.85,7.41,2.29,0.00,0.00,23.05,2.83,11.59,3.70,0.73,4.30,11.18,21.31,58.33,8.46,4.67,4.56,64535.23,7407.54,3023.18,13550.50,2301.87,29986.34,1167.59,39.39,36.52,5889.10,216.88,506.72,134.88,2444.21,97.21,162.38,51.40,190.19,88.32,96.88,43.79,217.82,38.55,3824.01,345.57,4.78,0.63,81.65,8.58,9.22,2.85,0.00,0.00,27.25,3.35,15.66,4.99,0.97,5.73,12.49,23.79,62.84,9.12,5.30,5.17
37.10,37.1,26/11/2025 10:37:25,3.044,14.352,1181249.753,15.7,939053.0,598126.0,961786.19,3919.17,1787.67,8319.24,1391.97,16412.18,625.75,85.16,58.54,3024.08,105.61,646.77,137.95,2105.46,74.61,221.69,45.33,135.36,51.83,62.01,30.09,170.87,30.36,2968.31,269.49,4.02,0.53,18.22,0.94,6.31,2.42,0.00,0.00,27.09,3.17,12.98,3.90,2.47,4.52,1.90,22.23,64.25,8.87,6.29,4.79,74158.83,6499.06,2964.45,15718.90,2630.08,35111.15,1338.70,195.14,134.14,7550.83,263.69,779.10,166.17,2945.98,104.40,369.89,75.64,241.64,92.53,90.63,43.98,245.52,43.62,4243.92,385.30,5.12,0.68,22.81,1.18,7.85,3.01,0.00,0.00,32.03,3.74,17.53,5.27,3.29,6.03,2.12,24.82,69.21,9.56,7.13,5.43
37.20,37.2,26/11/2025 10:37:45,3.820,9.525,,15.6,953860.0,601743.0,956399.97,6003.53,1878.63,8890.78,1479.68,18074.91,682.03,50.01,59.57,3192.50,110.33,765.93,152.54,2464.82,79.61,194.74,44.02,91.15,52.86,88.08,35.21,126.78,23.07,3500.31,320.36,3.82,0.54,6.46,0.29,9.34,2.52,0.00,0.00,37.23,3.68,13.88,4.06,2.01,4.72,6.41,22.93,66.53,9.25,10.82,5.10,83864.18,9955.51,3115.29,16798.81,2795.79,38668.28,1459.10,114.58,136.51,7971.36,275.49,922.65,183.75,3448.79,111.40,324.92,73.44,162.72,94.37,128.73,51.46,182.16,33.15,5004.55,458.03,4.86,0.68,8.08,0.37,11.63,3.13,0.00,0.00,44.02,4.35,18.74,5.48,2.68,6.30,7.16,25.60,71.67,9.97,12.27,5.78
37.30,37.3,26/11/2025 10:38:05,1.872,21.431,,15.5,957776.0,617149.0,956921.09,4856.62,1914.94,9241.79,1536.86,18718.84,704.68,56.28,44.09,3305.99,113.66,950.53,173.78,2343.27,78.75,160.57,40.73,107.11,53.30,60.00,30.58,138.21,25.11,2975.91,270.08,4.13,0.55,28.09,1.68,10.03,2.53,0.00,0.00,24.43,3.07,11.41,4.09,1.12,4.80,7.58,23.03,71.60,9.56,5.40,4.86,83559.53,8053.62,3175.50,17462.02,2903.85,40045.86,1507.55,128.97,101.04,8254.74,283.81,1145.01,209.34,3278.72,110.19,267.91,67.96,191.20,95.16,87.69,44.70,198.59,36.08,4254.79,386.14,5.25,0.70,35.16,2.11,12.48,3.15,0.00,0.00,28.89,3.63,15.42,5.52,1.49,6.41,8.47,25.72,77.13,10.30,6.13,5.51
37.40,37.4,26/11/2025 10:38:25,1.859,28.108,,15.4,967132.0,631232.0,956233.42,5968.04,1927.21,9520.04,1578.18,18432.07,695.17,34.95,30.26,3597.72,121.70,674.63,145.17,2186.23,78.12,85.87,30.64,84.80,53.59,76.49,33.41,177.76,31.99,2780.27,251.60,4.59,0.56,16.44,0.83,9.72,2.45,0.00,0.00,16.66,2.64,6.51,4.05,1.23,4.96,19.07,23.21,67.23,9.37,6.28,4.95,85058.09,9896.65,3195.84,17987.77,2981.91,39432.36,1487.20,80.07,69.33,8983.17,303.89,812.66,174.87,3058.99,109.30,143.27,51.12,151.38,95.67,111.79,48.83,255.41,45.96,3975.07,359.72,5.84,0.72,20.58,1.04,12.10,3.05,0.00,0.00,19.70,3.12,8.80,5.48,1.64,6.62,21.29,25.92,72.42,10.09,7.12,5.61
37.50,37.5,26/11/2025 10:38:55,1.352,24.996,,15.3,984286.0,640022.0,953262.90,5381.11,1946.55,10156.45,1678.16,20193.48,755.02,10.94,11.30,3869.76,130.04,860.93,167.57,2470.03,82.00,154.07,40.95,116.82,55.42,44.76,29.49,130.43,24.28,3202.74,291.91,4.64,0.57,11.55,0.55,7.73,2.56,0.00,0.00,13.59,2.49,6.06,4.22,3.03,5.15,16.67,23.91,78.97,9.90,3.34,5.09,90958.14,8923.37,3227.91,19190.23,3170.82,43200.62,1615.23,25.07,25.88,9662.41,324.69,1037.08,201.85,3456.08,114.74,257.06,68.33,208.54,98.93,65.42,43.10,187.41,34.89,4579.09,417.36,5.90,0.73,14.45,0.69,9.62,3.19,0.00,0.00,16.08,2.95,8.19,5.70,4.04,6.87,18.61,26.70,85.07,10.67,3.79,5.77
37.60,37.6,26/11/2025 10:39:15,1.695,32.667,1181246.715,15.4,990409.0,633514.0,952699.82,4874.99,1992.41,10157.17,1681.06,20718.18,772.98,34.49,31.01,3888.98,130.77,905.56,172.48,2566.09,82.71,192.49,45.19,114.38,55.72,84.18,35.44,156.78,28.64,3474.01,317.86,4.79,0.59,6.56,0.30,7.49,2.49,0.00,0.00,18.57,2.82,10.00,4.24,1.26,5.18,12.24,24.04,67.96,9.79,4.03,5.15,92062.37,8084.08,3303.97,19191.60,3176.30,44323.12,1653.66,79.03,71.06,9710.41,326.53,1090.84,207.77,3590.49,115.73,321.17,75.40,204.19,99.46,123.03,51.80,225.26,41.16,4966.95,454.46,6.09,0.75,8.21,0.37,9.32,3.09,0.00,0.00,21.96,3.34,13.51,5.73,1.68,6.90,13.66,26.84,73.21,10.55,4.57,5.85
