Exported at 24/11/2025 08:35:50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Archive TL09-A-40m, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x1mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,Magnetic Susceptibility,Mag Sus in Air,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,x10^-5 SI,x10^-5 SI,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
23.30,23.3,21/11/2025 11:07:00,3.635,9.587,,15.4,952839.0,654631.0,987260.04,317.25,1664.35,2230.76,518.44,5339.40,260.93,41.26,34.64,489.24,38.61,195.84,90.84,982.11,59.37,134.93,35.53,73.30,46.40,56.30,27.21,64.56,12.76,2685.22,244.86,3.98,0.48,30.23,2.05,6.44,2.03,0.00,0.00,13.66,2.26,5.53,3.49,3.61,4.32,6.42,20.24,56.10,7.87,3.83,4.32,23611.51,526.09,2759.95,4214.94,979.57,11422.76,558.22,94.54,79.37,1221.59,96.41,235.91,109.43,1374.17,83.07,225.13,59.28,130.85,82.83,82.29,39.77,92.76,18.33,3839.18,350.09,5.06,0.61,37.84,2.57,8.02,2.53,0.00,0.00,16.15,2.67,7.47,4.71,4.81,5.76,7.17,22.60,60.43,8.48,4.34,4.90
23.40,23.4,21/11/2025 11:07:26,1.627,16.199,,15.3,965491.0,653464.0,986032.64,276.25,1664.71,2017.35,492.97,5996.32,283.71,158.83,98.48,618.88,38.85,259.24,98.75,1058.67,61.10,169.64,38.98,83.28,46.95,68.66,29.50,148.30,27.07,2984.40,273.66,3.94,0.50,5.47,0.25,9.26,2.24,0.00,0.00,14.17,2.33,8.89,3.64,1.68,4.38,17.80,20.44,62.04,8.29,4.29,4.44,25958.78,458.10,2760.55,3811.71,931.45,12828.14,606.95,363.94,225.65,1545.28,97.00,312.28,118.95,1481.30,85.49,283.04,65.04,148.67,83.81,100.35,43.12,213.08,38.90,4266.93,391.26,5.01,0.64,6.85,0.31,11.53,2.79,0.00,0.00,16.76,2.76,12.01,4.92,2.24,5.84,19.87,22.82,66.83,8.93,4.87,5.04
23.50,23.5,21/11/2025 11:07:52,2.251,9.989,,15.4,963030.0,650561.0,986823.39,313.46,1636.17,2212.13,518.12,5338.48,261.38,45.53,37.76,483.04,38.89,208.59,92.87,1071.48,60.73,136.14,35.58,119.47,47.17,67.45,29.18,181.99,32.96,2887.28,264.30,3.75,0.48,7.17,0.33,7.90,2.19,0.19,0.17,15.01,2.36,8.29,3.58,1.94,4.32,14.15,20.30,47.93,7.55,5.25,4.34,24238.58,519.80,2713.22,4179.74,978.97,11420.80,559.18,104.33,86.52,1206.10,97.10,251.27,111.87,1499.22,84.97,227.15,59.37,213.28,84.21,98.58,42.65,261.49,47.36,4128.07,377.88,4.77,0.61,8.98,0.41,9.83,2.73,0.25,0.22,17.75,2.79,11.20,4.84,2.59,5.76,15.80,22.67,51.63,8.13,5.96,4.92
23.60,23.6,21/11/2025 11:08:09,2.644,7.870,1181233.951,15.4,957143.0,647496.0,987588.22,207.68,1654.62,2072.76,496.09,4685.34,238.14,164.13,99.56,452.01,38.18,263.12,97.28,1053.22,60.68,157.15,37.86,128.01,46.98,74.53,30.28,197.02,35.49,2810.56,256.88,4.13,0.50,44.57,3.84,8.61,2.12,0.00,0.00,16.12,2.43,8.41,3.57,1.94,4.29,3.18,20.15,55.82,7.94,3.47,4.34,22653.15,344.39,2743.82,3916.40,937.34,10023.51,509.46,376.08,228.13,1128.63,95.33,316.96,117.18,1473.67,84.90,262.20,63.17,228.52,83.87,108.93,44.26,283.09,50.99,4018.38,367.27,5.26,0.64,55.79,4.81,10.72,2.64,0.00,0.00,19.06,2.87,11.36,4.82,2.59,5.72,3.55,22.50,60.13,8.55,3.94,4.92
23.70,23.7,21/11/2025 11:08:35,2.596,9.188,,15.4,955263.0,647919.0,986735.35,262.22,1649.90,2156.19,510.55,5593.58,269.27,45.42,55.72,487.25,38.38,271.79,98.64,1139.22,61.17,110.96,32.54,107.67,46.84,67.28,29.06,90.14,17.09,2795.12,255.34,3.66,0.48,21.60,1.25,7.92,2.14,0.00,0.00,12.56,2.19,9.12,3.61,1.84,4.29,17.52,20.22,59.19,8.16,4.43,4.36,24478.54,434.83,2735.99,4074.04,964.67,11966.54,576.06,104.07,127.67,1216.62,95.83,327.40,118.82,1594.00,85.59,185.14,54.29,192.21,83.62,98.33,42.47,129.52,24.56,3996.31,365.07,4.66,0.61,27.04,1.56,9.86,2.66,0.00,0.00,14.85,2.59,12.32,4.88,2.45,5.72,19.56,22.58,63.76,8.79,5.03,4.95
23.80,23.8,21/11/2025 11:08:52,0.848,8.399,,15.4,953232.0,651508.0,986087.86,216.11,1681.09,2104.79,503.01,6339.82,293.34,131.99,83.00,496.12,38.33,246.15,95.82,1054.34,60.58,149.10,36.89,111.76,46.94,64.82,28.69,116.37,21.53,2764.70,252.40,3.82,0.48,5.31,0.25,5.91,2.15,0.00,0.00,12.03,2.15,6.89,3.60,2.41,4.34,16.21,20.26,58.03,8.15,5.48,4.36,26006.72,358.37,2787.71,3976.92,950.42,13563.00,627.55,302.44,190.18,1238.76,95.71,296.51,115.43,1475.24,84.76,248.77,61.55,199.51,83.80,94.74,41.93,167.21,30.94,3952.81,360.87,4.86,0.61,6.65,0.31,7.36,2.68,0.00,0.00,14.23,2.54,9.31,4.86,3.21,5.79,18.10,22.62,62.51,8.78,6.22,4.95
23.90,23.9,21/11/2025 11:09:10,1.963,8.993,,15.3,957623.0,653934.0,987226.53,595.61,1645.82,1729.99,453.88,5144.15,253.50,76.63,54.89,536.00,38.27,314.57,102.84,1089.78,60.75,95.16,30.58,81.62,46.76,54.20,27.00,131.07,24.09,2820.80,257.99,3.77,0.48,5.33,0.25,7.82,2.12,0.00,0.00,10.25,2.00,6.25,3.53,2.17,4.31,9.00,20.33,55.33,7.95,3.97,4.43,23403.04,987.69,2729.22,3268.75,857.59,11005.06,542.32,175.59,125.77,1338.34,95.56,378.93,123.88,1524.83,85.00,158.77,51.02,145.71,83.48,79.22,39.46,188.33,34.61,4033.02,368.86,4.80,0.61,6.67,0.31,9.73,2.64,0.00,0.00,12.12,2.37,8.44,4.77,2.89,5.75,10.05,22.70,59.60,8.56,4.50,5.03
24.00,24.0,21/11/2025 11:09:44,2.841,10.450,,15.4,962494.0,653853.0,986316.50,391.51,1728.25,2115.34,506.62,5481.03,265.99,22.08,20.89,469.59,38.94,311.42,103.20,1111.06,61.28,178.81,39.91,76.66,46.88,60.99,28.18,147.37,26.82,3215.10,295.91,4.08,0.50,7.09,0.33,6.99,2.20,0.00,0.00,13.23,2.26,5.99,3.60,2.26,4.42,3.19,20.47,55.94,8.12,3.76,4.41,24975.16,649.23,2865.92,3996.86,957.24,11725.76,569.04,50.59,47.87,1172.52,97.23,375.14,124.32,1554.60,85.74,298.34,66.59,136.85,83.69,89.14,41.19,211.75,38.54,4596.77,423.08,5.19,0.64,8.88,0.41,8.70,2.74,0.00,0.00,15.65,2.67,8.09,4.86,3.01,5.89,3.56,22.85,60.26,8.75,4.27,5.00
24.10,24.1,21/11/2025 11:10:01,2.524,6.214,1181235.472,15.4,958366.0,650765.0,987297.91,317.74,1691.15,1836.83,470.06,4878.78,244.91,141.55,88.23,491.13,38.47,267.87,98.47,1095.30,60.76,151.45,37.13,125.05,47.00,65.67,28.74,122.24,22.49,3094.81,284.33,4.17,0.50,5.42,0.25,7.51,2.12,0.00,0.00,13.91,2.25,7.06,3.61,4.38,4.34,5.80,20.19,61.50,8.18,3.93,4.39,23143.53,526.90,2804.39,3470.62,888.16,10437.34,523.94,324.34,202.17,1226.30,96.06,322.68,118.62,1532.55,85.02,252.69,61.95,223.24,83.90,95.98,42.01,175.64,32.31,4424.79,406.52,5.31,0.64,6.78,0.31,9.35,2.64,0.00,0.00,16.45,2.66,9.54,4.88,5.84,5.79,6.48,22.54,66.25,8.81,4.46,4.98
24.20,24.2,21/11/2025 11:10:19,2.010,8.133,,15.4,957477.0,648953.0,987610.86,285.78,1686.42,1918.85,480.39,4803.97,242.27,132.58,83.59,594.26,38.12,263.71,98.00,972.09,59.49,133.39,35.59,107.87,46.90,58.43,27.53,175.29,31.67,2839.22,259.72,3.96,0.49,5.39,0.25,7.12,2.12,0.00,0.00,12.34,2.16,8.52,3.54,1.54,4.30,1.29,20.24,58.77,8.09,4.76,4.36,22772.92,473.90,2796.55,3625.60,907.68,10277.30,518.30,303.79,191.54,1483.81,95.18,317.67,118.05,1360.15,83.24,222.56,59.38,192.57,83.73,85.40,40.24,251.86,45.50,4059.36,371.33,5.04,0.62,6.75,0.31,8.86,2.64,0.00,0.00,14.59,2.55,11.51,4.78,2.05,5.73,1.44,22.60,63.31,8.71,5.40,4.95
24.30,24.3,21/11/2025 11:10:36,1.214,6.151,,15.4,957509.0,650962.0,986834.40,446.02,1607.16,2096.42,495.08,5151.97,253.36,111.90,73.25,472.85,38.89,221.32,94.72,1065.83,60.89,103.13,31.52,75.12,46.45,57.55,27.43,292.85,54.07,2936.93,269.02,4.12,0.50,16.14,0.85,6.68,2.12,0.00,0.00,14.11,2.31,7.99,3.58,1.86,4.38,13.80,20.22,64.05,8.15,4.96,4.41,24081.38,739.62,2665.11,3961.11,935.44,11021.79,542.02,256.40,167.84,1180.66,97.10,266.60,114.10,1491.32,85.20,172.07,52.59,134.10,82.92,84.11,40.09,420.78,77.69,4199.06,384.63,5.24,0.64,20.20,1.06,8.31,2.64,0.00,0.00,16.69,2.73,10.79,4.84,2.48,5.84,15.41,22.58,69.00,8.78,5.63,5.00
24.40,24.4,21/11/2025 11:11:02,1.632,13.294,,15.4,956748.0,643977.0,987964.70,235.44,1659.25,1953.51,481.46,4835.83,243.16,47.75,38.31,502.02,38.57,179.88,89.48,1062.04,60.48,97.50,30.78,86.89,46.49,51.03,26.38,150.61,27.36,2711.78,247.49,3.93,0.49,5.23,0.24,7.31,2.14,0.00,0.00,21.41,2.67,11.21,3.54,2.43,4.24,10.55,20.18,52.93,7.84,6.01,4.37,22118.47,390.42,2751.49,3691.08,909.70,10345.46,520.20,109.41,87.78,1253.50,96.31,216.68,107.79,1486.01,84.62,162.68,51.36,155.11,82.99,74.58,38.56,216.40,39.31,3877.15,353.85,5.00,0.62,6.55,0.30,9.10,2.66,0.00,0.00,25.32,3.16,15.14,4.78,3.24,5.65,11.78,22.53,57.02,8.45,6.82,4.96
24.50,24.5,21/11/2025 11:11:28,2.153,8.135,,15.4,961068.0,647778.0,987754.75,433.96,1620.61,1962.82,484.44,4844.83,244.82,60.56,46.54,471.23,38.92,151.73,85.52,1106.71,60.95,113.00,33.11,73.84,46.65,57.30,27.42,147.28,26.80,2713.50,247.67,4.00,0.48,5.27,0.24,6.06,2.09,0.02,0.17,13.98,2.30,8.69,3.55,2.36,4.25,5.37,20.32,59.95,8.01,2.79,4.23,22459.43,719.63,2687.42,3708.68,915.33,10364.71,523.75,138.77,106.64,1176.62,97.18,182.77,103.02,1548.52,85.28,188.54,55.24,131.82,83.28,83.75,40.08,211.62,38.51,3879.61,354.10,5.09,0.61,6.60,0.30,7.54,2.60,0.03,0.22,16.53,2.72,11.74,4.80,3.15,5.67,6.00,22.69,64.58,8.63,3.17,4.80
24.60,24.6,21/11/2025 11:11:45,2.048,6.084,1181233.946,15.4,945514.0,647875.0,989574.28,261.80,1639.51,1604.99,438.25,4456.41,230.47,90.80,62.36,543.51,37.84,100.89,74.65,892.09,57.91,27.68,14.96,110.53,46.15,58.53,27.28,106.26,19.76,2064.72,185.87,3.26,0.45,4.97,0.23,6.29,2.04,0.00,0.00,7.93,1.73,6.43,3.42,4.82,4.13,16.20,19.85,54.62,7.67,3.01,4.13,19492.13,434.14,2718.76,3032.57,828.06,9533.75,493.05,208.06,142.89,1357.09,94.48,121.53,89.92,1248.22,81.03,46.18,24.96,197.32,82.39,85.54,39.87,152.68,28.39,2952.02,265.75,4.15,0.57,6.22,0.29,7.83,2.54,0.00,0.00,9.38,2.05,8.69,4.62,6.43,5.51,18.09,22.16,58.84,8.26,3.41,4.69
24.70,24.7,21/11/2025 11:12:11,1.669,6.882,,15.4,951277.0,645888.0,988383.44,449.74,1630.83,1736.51,454.09,4805.91,242.37,107.72,71.29,501.29,38.34,105.81,75.92,1000.37,59.42,117.61,33.22,93.16,46.10,60.42,27.66,186.17,33.54,2343.13,212.21,4.18,0.49,5.03,0.24,5.98,2.05,0.00,0.00,11.71,2.09,7.47,3.48,3.28,4.19,8.89,19.99,57.33,7.95,4.87,4.19,21526.99,745.79,2704.37,3281.07,857.99,10281.45,518.51,246.83,163.35,1251.67,95.73,127.46,91.45,1399.72,83.14,196.23,55.43,166.31,82.30,88.31,40.43,267.50,48.19,3350.08,303.41,5.32,0.62,6.30,0.30,7.44,2.55,0.00,0.00,13.85,2.47,10.09,4.70,4.37,5.59,9.93,22.32,61.76,8.56,5.52,4.75
24.80,24.8,21/11/2025 11:12:28,1.207,7.011,,15.4,948604.0,639496.0,988807.27,426.47,1620.68,1949.16,479.17,4270.19,223.56,48.81,39.06,500.97,37.90,135.80,81.57,1022.85,59.49,126.27,34.15,83.86,45.93,62.04,27.89,101.95,19.00,2327.03,210.65,3.89,0.47,26.28,1.67,7.12,2.06,0.00,0.00,12.40,2.13,10.61,3.46,3.00,4.11,9.83,19.96,59.02,7.76,5.17,4.22,20567.64,707.20,2687.53,3682.87,905.37,9135.37,478.27,111.84,89.50,1250.87,94.63,163.59,98.26,1431.18,83.24,210.68,56.98,149.71,81.99,90.67,40.76,146.49,27.30,3327.06,301.18,4.95,0.60,32.90,2.09,8.86,2.56,0.00,0.00,14.66,2.52,14.33,4.67,4.00,5.48,10.98,22.29,63.58,8.36,5.87,4.79
24.90,24.9,21/11/2025 11:12:46,0.805,12.835,,15.4,945158.0,639720.0,988916.68,371.85,1694.65,1585.93,437.96,4483.86,231.55,144.21,89.61,432.82,38.02,270.69,97.04,963.72,58.77,82.65,28.02,133.42,46.38,74.86,30.07,114.89,21.09,2291.17,207.18,3.39,0.45,18.93,1.05,9.01,2.06,0.00,0.00,12.74,2.14,8.21,3.44,2.00,4.14,17.18,19.80,58.91,7.79,2.88,4.14,20371.64,616.63,2810.20,2996.56,827.51,9592.48,495.36,330.44,205.33,1080.71,94.93,326.07,116.89,1348.44,82.23,137.90,46.75,238.18,82.80,109.41,43.95,165.08,30.30,3275.79,296.21,4.31,0.57,23.70,1.31,11.21,2.56,0.00,0.00,15.07,2.53,11.09,4.65,2.67,5.52,19.18,22.11,63.46,8.39,3.27,4.70
25.00,25.0,21/11/2025 11:13:20,1.492,10.781,,15.5,932992.0,637944.0,988905.38,365.03,1574.55,2123.60,494.01,4247.27,221.11,123.00,77.60,385.42,37.82,190.76,87.72,950.79,58.02,123.96,33.45,44.69,44.79,50.80,25.85,159.55,28.57,2225.12,200.82,3.75,0.46,5.14,0.24,6.68,2.02,0.00,0.00,10.10,1.91,6.42,3.40,1.56,4.09,6.77,19.67,59.11,7.70,5.10,4.14,20399.14,605.32,2611.04,4012.46,933.41,9086.33,473.03,281.84,177.81,962.36,94.43,229.79,105.67,1330.35,81.18,206.83,55.81,79.78,79.96,74.25,37.78,229.25,41.05,3181.35,287.12,4.77,0.59,6.43,0.30,8.31,2.51,0.00,0.00,11.94,2.26,8.67,4.59,2.08,5.45,7.56,21.96,63.67,8.29,5.79,4.70
25.10,25.1,21/11/2025 11:13:37,1.282,4.167,1181237.454,15.5,924197.0,638393.0,990151.27,343.29,1589.78,1686.95,439.15,4019.67,212.04,44.85,35.41,522.03,36.70,77.36,65.67,893.79,57.04,63.06,23.87,68.00,44.66,63.59,27.75,85.51,16.01,1876.61,167.93,4.11,0.47,5.17,0.23,6.31,1.93,0.02,0.17,5.45,1.41,2.85,3.30,1.79,4.05,16.85,19.46,57.29,7.67,4.19,4.00,18349.16,569.27,2636.29,3187.43,829.76,8599.42,453.62,102.77,81.14,1303.46,91.64,93.19,79.11,1250.60,79.81,105.22,39.83,121.39,79.73,92.94,40.56,122.86,23.00,2683.07,240.10,5.23,0.60,6.47,0.29,7.85,2.40,0.03,0.22,6.45,1.67,3.85,4.46,2.39,5.40,18.81,21.73,61.71,8.26,4.75,4.54
25.20,25.2,21/11/2025 11:13:55,1.120,7.078,,15.5,923121.0,637079.0,990398.79,308.65,1596.76,1526.86,419.54,3957.85,209.85,205.99,120.82,359.74,37.34,66.49,61.83,841.22,56.48,82.52,27.52,50.12,44.42,58.07,26.80,152.65,27.32,1900.30,170.18,3.83,0.46,5.17,0.24,5.77,1.96,0.07,0.16,6.65,1.55,5.99,3.33,3.14,4.03,9.07,19.46,47.05,7.34,4.01,3.96,17843.73,511.83,2647.87,2884.94,792.71,8467.17,448.94,472.00,276.84,898.24,93.23,80.09,74.48,1177.04,79.03,137.68,45.92,89.47,79.30,84.87,39.17,219.33,39.25,2716.94,243.31,4.87,0.59,6.47,0.30,7.18,2.44,0.09,0.21,7.86,1.83,8.09,4.50,4.19,5.37,10.13,21.73,50.68,7.91,4.55,4.49
25.30,25.3,21/11/2025 11:14:21,2.546,6.417,,15.5,927010.0,636632.0,989258.00,548.37,1624.66,1729.30,446.29,4272.36,221.86,123.76,78.04,480.76,37.07,91.07,69.52,992.90,58.03,110.43,31.69,68.54,44.88,57.27,26.77,155.11,27.71,2020.74,181.37,3.63,0.46,5.17,0.24,6.12,2.02,0.00,0.00,6.09,1.51,3.41,3.31,4.62,4.08,9.12,19.58,49.90,7.56,3.34,4.08,19906.49,909.35,2694.13,3267.45,843.25,9140.01,474.63,283.58,178.82,1200.41,92.56,109.70,83.74,1389.27,81.20,184.25,52.87,122.36,80.12,83.70,39.13,222.87,39.81,2889.14,259.31,4.62,0.59,6.47,0.30,7.62,2.51,0.00,0.00,7.20,1.79,4.61,4.47,6.16,5.44,10.18,21.86,53.75,8.14,3.79,4.63
25.40,25.4,21/11/2025 11:14:38,2.876,2.907,,15.5,927015.0,637508.0,989523.58,339.93,1578.22,1661.45,438.43,4657.72,235.26,36.65,30.87,462.72,37.37,45.71,52.83,929.54,57.73,82.75,27.52,97.59,45.24,47.34,25.30,119.79,21.83,1895.10,169.69,4.03,0.47,5.19,0.24,6.90,2.05,0.00,0.00,8.61,1.79,2.84,3.27,1.92,4.06,9.00,19.56,57.50,7.64,4.13,4.14,19638.96,563.70,2617.12,3139.25,828.40,9964.42,503.30,83.98,70.73,1155.37,93.31,55.06,63.64,1300.62,80.78,138.07,45.92,174.22,80.76,69.19,36.98,172.12,31.37,2709.51,242.61,5.13,0.60,6.50,0.30,8.59,2.55,0.00,0.00,10.18,2.12,3.84,4.42,2.56,5.41,10.05,21.84,61.94,8.23,4.69,4.70
25.50,25.5,21/11/2025 11:15:04,2.252,3.437,,15.5,921900.0,636201.0,989683.06,592.65,1583.65,1820.21,456.72,3970.29,211.30,145.60,89.22,476.79,36.90,100.12,72.10,930.68,57.07,41.34,18.44,57.07,44.48,52.71,25.95,136.46,24.45,1887.91,168.90,3.68,0.46,5.02,0.23,6.22,2.02,0.00,0.00,6.90,1.61,1.32,3.30,2.88,4.06,22.37,19.44,54.30,7.67,2.40,4.04,19124.59,982.78,2626.13,3439.22,862.96,8493.78,452.04,333.62,204.44,1190.50,92.14,120.61,86.85,1302.21,79.85,68.98,30.77,101.88,79.41,77.04,37.93,196.07,35.13,2699.23,241.48,4.68,0.59,6.28,0.29,7.74,2.51,0.00,0.00,8.16,1.90,1.78,4.46,3.84,5.41,24.98,21.70,58.49,8.26,2.72,4.58
25.60,25.6,21/11/2025 11:15:30,2.406,13.223,1181233.820,15.5,925332.0,639872.0,990561.90,289.51,1591.89,1322.73,396.00,4221.00,219.39,154.53,93.63,398.96,37.28,105.30,73.94,829.11,56.33,78.87,26.95,48.52,44.55,36.62,23.82,85.19,16.03,1785.53,159.48,3.76,0.46,4.91,0.23,5.32,1.93,0.00,0.00,5.07,1.36,2.91,3.30,3.47,4.04,5.99,19.54,47.74,7.38,3.05,4.01,17687.33,480.09,2639.79,2499.25,748.23,9030.13,469.35,354.08,214.54,996.16,93.08,126.84,89.07,1160.10,78.82,131.59,44.97,86.62,79.53,53.52,34.81,122.40,23.03,2552.85,228.02,4.78,0.59,6.15,0.29,6.62,2.40,0.00,0.00,6.00,1.61,3.93,4.46,4.63,5.39,6.69,21.82,51.43,7.95,3.46,4.55
25.70,25.7,21/11/2025 11:15:47,2.527,7.801,,15.4,945534.0,649213.0,987853.02,452.35,1617.86,2025.94,486.81,4918.69,244.95,124.29,78.94,493.61,37.97,205.23,91.26,1106.69,60.11,119.40,33.24,80.96,45.94,49.43,25.98,130.51,23.74,2327.71,210.57,3.79,0.48,5.22,0.24,7.20,2.11,0.00,0.00,10.60,2.03,5.06,3.47,2.96,4.19,14.17,19.99,57.61,7.97,5.54,4.27,22473.13,750.12,2682.86,3827.94,919.81,10522.73,524.03,284.79,180.88,1232.50,94.81,247.22,109.93,1548.49,84.11,199.22,55.46,144.53,82.01,72.24,37.97,187.52,34.11,3328.03,301.06,4.82,0.61,6.53,0.30,8.96,2.63,0.00,0.00,12.54,2.40,6.83,4.69,3.95,5.59,15.82,22.32,62.06,8.59,6.28,4.84
25.80,25.8,21/11/2025 11:16:04,1.721,7.731,,15.4,946152.0,640849.0,988545.68,320.22,1606.65,1927.03,475.35,4717.27,239.20,126.80,80.88,338.03,38.82,161.56,86.49,1094.53,60.60,115.55,32.88,111.28,46.40,41.15,24.80,127.38,23.25,2260.34,204.25,3.53,0.46,16.73,0.89,5.64,2.00,0.00,0.00,11.01,2.04,8.67,3.50,1.08,4.12,8.15,19.99,55.49,7.94,2.87,4.22,21121.63,531.01,2664.27,3641.05,898.16,10091.82,511.73,290.55,185.33,844.03,96.93,194.62,104.19,1531.47,84.79,192.79,54.86,198.66,82.83,60.14,36.25,183.02,33.41,3231.71,292.03,4.49,0.59,20.94,1.11,7.02,2.49,0.00,0.00,13.02,2.41,11.71,4.73,1.44,5.49,9.10,22.32,59.77,8.55,3.26,4.79
25.90,25.9,21/11/2025 11:16:22,0.764,9.982,,15.5,932037.0,627784.0,989123.46,90.30,1638.68,1571.56,435.26,4801.50,242.05,119.45,76.95,481.57,37.66,244.76,95.13,975.89,58.42,84.00,27.93,100.11,45.48,42.39,24.69,46.01,9.35,2209.16,199.27,3.52,0.45,5.11,0.24,6.77,2.08,0.00,0.00,17.99,2.44,11.05,3.41,2.10,3.98,9.58,19.64,49.83,7.56,3.88,4.19,20260.16,149.74,2717.38,2969.40,822.41,10272.02,517.83,273.70,176.32,1202.43,94.03,294.84,114.59,1365.47,81.74,140.15,46.60,178.71,81.19,61.96,36.09,66.11,13.43,3158.53,284.91,4.48,0.57,6.40,0.30,8.43,2.59,0.00,0.00,21.27,2.89,14.93,4.61,2.80,5.31,10.70,21.93,53.68,8.14,4.40,4.75
26.00,26.0,21/11/2025 11:16:56,2.489,8.399,,15.5,933465.0,626354.0,987401.15,275.59,1615.79,1891.82,470.69,5624.58,268.64,110.24,71.72,435.86,37.75,286.05,99.00,1145.57,60.61,112.10,32.23,92.39,45.86,37.23,24.29,28.97,6.16,2443.38,221.41,3.62,0.46,5.06,0.24,7.61,2.11,0.00,0.00,21.47,2.67,8.12,3.43,1.75,4.08,9.23,19.89,54.44,7.81,3.77,4.29,23426.50,457.00,2679.43,3574.52,889.35,12032.86,574.71,252.60,164.34,1088.30,94.26,344.58,119.26,1602.89,84.81,187.04,53.78,164.93,81.87,54.41,35.50,41.63,8.85,3493.41,316.56,4.61,0.59,6.33,0.30,9.47,2.63,0.00,0.00,25.39,3.16,10.97,4.63,2.33,5.44,10.31,22.21,58.64,8.41,4.28,4.87
26.10,26.1,21/11/2025 11:17:13,2.489,13.091,1181235.405,15.5,940863.0,633628.0,987067.05,352.31,1638.35,2068.98,491.65,5379.48,259.77,95.12,63.82,455.83,37.91,248.37,95.04,1235.24,61.49,64.59,24.46,140.60,46.53,70.82,29.36,124.80,22.62,2564.04,232.95,3.29,0.46,7.40,0.34,6.87,2.15,0.00,0.00,18.60,2.54,10.35,3.50,1.36,4.13,25.05,19.82,54.72,7.82,5.14,4.37,23845.70,584.23,2716.84,3909.26,928.95,11508.51,555.74,217.95,146.23,1138.16,94.66,299.19,114.49,1728.36,86.04,107.77,40.81,251.00,83.06,103.51,42.91,179.32,32.50,3665.92,333.06,4.19,0.59,9.26,0.43,8.55,2.68,0.00,0.00,22.00,3.00,13.98,4.73,1.81,5.51,27.97,22.13,58.95,8.42,5.83,4.96
26.20,26.2,21/11/2025 11:17:13,2.780,7.536,,15.5,949521.0,636026.0,986693.09,421.18,1588.76,1928.36,470.95,5267.38,256.96,95.99,64.82,407.51,38.65,314.29,102.64,1286.60,62.31,137.09,35.45,110.19,46.50,72.32,29.82,166.78,29.91,2979.23,272.88,3.43,0.47,5.41,0.25,7.10,2.11,0.00,0.00,20.09,2.65,7.71,3.54,2.86,4.26,12.20,20.05,57.15,7.97,4.05,4.34,24195.02,698.43,2634.60,3643.56,889.84,11268.69,549.72,219.95,148.53,1017.51,96.51,378.60,123.64,1800.22,87.18,228.73,59.15,196.71,83.01,105.70,43.58,239.64,42.98,4259.54,390.15,4.36,0.60,6.77,0.31,8.84,2.63,0.00,0.00,23.76,3.13,10.41,4.78,3.81,5.68,13.62,22.39,61.56,8.59,4.59,4.92
